x;y
0.00414938;1
0.00829876;1
0.0124481;1
0.0165975;1
0.0207469;1
0.0248963;1
0.0290456;1
0.033195;1
0.0373444;1
0.0414938;1
0.0456432;1
0.0497925;1
0.0539419;1
0.0580913;1
0.0622407;1
0.06639;1
0.0705394;1
0.0746888;1
0.0788382;1
0.0829876;1
0.0871369;1
0.0912863;1
0.0954357;1
0.0995851;1
0.103734;1
0.107884;1
0.112033;1
0.116183;1
0.120332;1
0.124481;1
0.128631;1
0.13278;1
0.136929;1
0.141079;1
0.145228;1
0.149378;1
0.153527;1
0.157676;1
0.161826;1
0.165975;1
0.170124;1
0.174274;1
0.178423;1
0.182573;1
0.186722;1
0.190871;1
0.195021;1
0.19917;1
0.20332;1
0.207469;1
0.211618;1
0.215768;1
0.219917;1
0.224066;1
0.228216;1
0.232365;1
0.236515;1
0.240664;1
0.244813;1
0.248963;1
0.253112;1
0.257261;1
0.261411;1
0.26556;1
0.26971;1
0.273859;1
0.278008;1
0.282158;1
0.286307;1
0.290456;1
0.294606;1
0.298755;1
0.302905;1
0.307054;1
0.311203;1
0.315353;1
0.319502;1
0.323651;1
0.327801;1
0.33195;1
0.3361;1
0.340249;1
0.344398;1
0.348548;1
0.352697;1
0.356846;1
0.360996;1
0.365145;1
0.369295;1
0.373444;1
0.377593;1
0.381743;1
0.385892;1
0.390041;1
0.394191;1
0.39834;1
0.40249;1
0.406639;1
0.410788;1
0.414938;1
0.419087;1
0.423237;1
0.427386;1
0.431535;1
0.435685;1
0.439834;1
0.443983;1
0.448133;1
0.452282;1
0.456432;1
0.460581;1
0.46473;1
0.46888;1
0.473029;1
0.477178;1
0.481328;1
0.485477;1
0.489627;1
0.493776;1
0.497925;1
0.502075;1
0.502075;0.991803
0.506224;0.99187
0.510373;0.991935
0.514523;0.992
0.518672;0.992063
0.522822;0.992126
0.526971;0.992188
0.53112;0.992248
0.53527;0.992308
0.539419;0.992366
0.543568;0.992424
0.547718;0.992481
0.551867;0.992537
0.556017;0.992593
0.560166;0.992647
0.564315;0.992701
0.568465;0.992754
0.572614;0.992806
0.576763;0.992857
0.580913;0.992908
0.585062;0.992958
0.589212;0.993007
0.593361;0.993056
0.59751;0.993103
0.60166;0.993151
0.605809;0.993197
0.609959;0.993243
0.614108;0.993289
0.618257;0.993333
0.622407;0.993377
0.626556;0.993421
0.630705;0.993464
0.634855;0.993506
0.639004;0.993548
0.643154;0.99359
0.643154;0.987261
0.647303;0.987342
0.651452;0.987421
0.651452;0.98125
0.655602;0.981366
0.659751;0.981481
0.6639;0.981595
0.66805;0.981707
0.672199;0.981818
0.676349;0.981928
0.680498;0.982036
0.680498;0.97619
0.684647;0.976331
0.684647;0.970588
0.684647;0.964912
0.684647;0.959302
0.688797;0.959538
0.692946;0.95977
0.697095;0.96
