x;y
0.00383142;1
0.00766284;1
0.0114943;1
0.0153257;1
0.0191571;1
0.0229885;1
0.0268199;1
0.0306513;1
0.0344828;1
0.0383142;1
0.0421456;1
0.045977;1
0.0498084;1
0.0536398;1
0.0574713;1
0.0613027;1
0.0651341;1
0.0689655;1
0.0727969;1
0.0766284;1
0.0804598;1
0.0842912;1
0.0881226;1
0.091954;1
0.0957854;1
0.0996169;1
0.103448;1
0.10728;1
0.111111;1
0.114943;1
0.118774;1
0.122605;1
0.126437;1
0.130268;1
0.1341;1
0.137931;1
0.141762;1
0.145594;1
0.149425;1
0.153257;1
0.157088;1
0.16092;1
0.164751;1
0.168582;1
0.172414;1
0.176245;1
0.180077;1
0.183908;1
0.187739;1
0.191571;1
0.195402;1
0.199234;1
0.203065;1
0.206897;1
0.210728;1
0.214559;1
0.218391;1
0.222222;1
0.226054;1
0.229885;1
0.233716;1
0.237548;1
0.241379;1
0.245211;1
0.249042;1
0.252874;1
0.256705;1
0.260536;1
0.264368;1
0.268199;1
0.272031;1
0.275862;1
0.279693;1
0.283525;1
0.287356;1
0.291188;1
0.295019;1
0.298851;1
0.302682;1
0.306513;1
0.310345;1
0.314176;1
0.318008;1
0.321839;1
0.32567;1
0.329502;1
0.333333;1
0.337165;1
0.340996;1
0.344828;1
0.348659;1
0.35249;1
0.356322;1
0.360153;1
0.363985;1
0.367816;1
0.371648;1
0.375479;1
0.37931;1
0.383142;1
0.386973;1
0.390805;1
0.394636;1
0.398467;1
0.402299;1
0.40613;1
0.409962;1
0.413793;1
0.417625;1
0.421456;1
0.425287;1
0.429119;1
0.43295;1
0.436782;1
0.440613;1
0.444444;1
0.448276;1
0.452107;1
0.455939;1
0.45977;1
0.463602;1
0.467433;1
0.471264;1
0.475096;1
0.478927;1
0.482759;1
0.48659;1
0.490421;1
0.494253;1
0.498084;1
0.501916;1
0.505747;1
0.509579;1
0.51341;1
0.517241;1
0.521073;1
0.524904;1
0.528736;1
0.532567;1
0.536398;1
0.54023;1
0.544061;1
0.547893;1
0.551724;1
0.555556;1
0.559387;1
0.563218;1
0.56705;1
0.570881;1
0.574713;1
0.578544;1
0.582375;1
0.586207;1
0.590038;1
0.59387;1
0.597701;1
0.601533;1
0.605364;1
0.609195;1
0.613027;1
0.616858;1
0.62069;1
0.624521;1
0.628352;1
0.632184;1
0.636015;1
0.639847;1
0.643678;1
0.64751;1
0.651341;1
0.655172;1
0.659004;1
0.662835;1
0.666667;1
0.670498;1
0.67433;1
0.678161;1
0.681992;1
0.685824;1
0.689655;1
0.693487;1
0.697318;1
0.701149;1
0.704981;1
0.708812;1
0.712644;1
0.716475;1
0.720307;1
0.724138;1
0.727969;1
0.731801;1
0.735632;1
0.739464;1
0.743295;1
0.747126;1
0.750958;1
0.754789;1
0.758621;1
0.762452;1
0.766284;1
0.770115;1
0.773946;1
0.777778;1
0.781609;1
0.785441;1
0.789272;1
0.793103;1
0.796935;1
0.800766;1
0.804598;1
0.808429;1
0.812261;1
0.816092;1
0.819923;1
0.823755;1
0.827586;1
0.827586;0.995392
0.831418;0.995413
0.835249;0.995434
0.835249;0.990909
0.83908;0.99095
0.842912;0.990991
0.846743;0.991031
0.846743;0.986607
0.846743;0.982222
0.846743;0.977876
0.846743;0.973568
0.846743;0.969298
0.846743;0.965066
0.846743;0.96087
0.850575;0.961039
0.850575;0.956897
0.854406;0.957082
0.854406;0.952991
0.854406;0.948936
0.854406;0.944915
0.854406;0.940928
0.858238;0.941176
0.862069;0.941423
0.862069;0.9375
0.8659;0.937759
0.8659;0.933884
0.869732;0.934156
0.869732;0.930328
0.869732;0.926531
0.869732;0.922764
0.869732;0.919028
0.869732;0.915323
0.869732;0.911647
0.869732;0.908
0.869732;0.904382
0.869732;0.900794
0.869732;0.897233
0.869732;0.893701
0.869732;0.890196
0.873563;0.890625
0.877395;0.891051
0.877395;0.887597
0.881226;0.888031
0.881226;0.884615
0.881226;0.881226
0.885057;0.881679
0.885057;0.878327
0.885057;0.875
0.885057;0.871698
0.885057;0.868421
0.885057;0.865169
0.885057;0.86194
0.885057;0.858736
0.888889;0.859259
0.888889;0.856089
0.888889;0.852941
0.888889;0.849817
0.89272;0.850365
0.89272;0.847273
0.89272;0.844203
0.89272;0.841155
0.89272;0.838129
0.89272;0.835125
0.89272;0.832143
0.896552;0.83274
0.900383;0.833333
0.900383;0.830389
0.900383;0.827465
0.900383;0.824561
0.900383;0.821678
0.900383;0.818815
0.900383;0.815972
0.904215;0.816609
0.904215;0.813793
0.904215;0.810997
0.904215;0.808219
0.904215;0.805461
0.904215;0.802721
0.904215;0.8
0.904215;0.797297
0.904215;0.794613
0.904215;0.791946
0.904215;0.789298
0.904215;0.786667
0.904215;0.784053
0.904215;0.781457
0.908046;0.782178
0.908046;0.779605
0.908046;0.777049
0.908046;0.77451
0.908046;0.771987
0.908046;0.769481
0.908046;0.76699
0.908046;0.764516
0.908046;0.762058
0.908046;0.759615
0.908046;0.757188
0.911877;0.757962
0.911877;0.755556
0.911877;0.753165
0.911877;0.750789
0.911877;0.748428
0.911877;0.746082
0.915709;0.746875
0.915709;0.744548
0.915709;0.742236
0.915709;0.739938
0.915709;0.737654
0.915709;0.735385
0.915709;0.733129
0.915709;0.730887
0.915709;0.728659
0.915709;0.726444
0.915709;0.724242
0.915709;0.722054
0.915709;0.71988
0.915709;0.717718
0.915709;0.715569
0.915709;0.713433
0.915709;0.71131
0.915709;0.709199
0.915709;0.707101
0.915709;0.705015
0.915709;0.702941
0.915709;0.70088
0.915709;0.69883
0.915709;0.696793
0.91954;0.697674
0.91954;0.695652
0.923372;0.696532
0.923372;0.694524
0.923372;0.692529
0.923372;0.690544
0.927203;0.691429
0.927203;0.689459
0.927203;0.6875
0.927203;0.685552
0.927203;0.683616
0.927203;0.68169
0.927203;0.679775
0.927203;0.677871
0.927203;0.675978
0.931034;0.67688
0.931034;0.675
0.931034;0.67313
0.934866;0.674033
0.934866;0.672176
0.938697;0.673077
0.938697;0.671233
0.938697;0.669399
0.938697;0.667575
0.938697;0.665761
0.938697;0.663957
0.938697;0.662162
0.938697;0.660377
0.938697;0.658602
0.938697;0.656836
0.938697;0.65508
0.938697;0.653333
0.942529;0.654255
0.942529;0.65252
0.942529;0.650794
0.942529;0.649077
0.942529;0.647368
0.942529;0.645669
0.942529;0.643979
0.942529;0.642298
0.942529;0.640625
0.942529;0.638961
0.942529;0.637306
0.942529;0.635659
0.942529;0.634021
0.942529;0.632391
0.942529;0.630769
0.942529;0.629156
0.942529;0.627551
0.94636;0.628499
0.94636;0.626904
0.94636;0.625316
0.94636;0.623737
0.94636;0.622166
0.94636;0.620603
0.94636;0.619048
0.94636;0.6175
0.94636;0.61596
0.94636;0.614428
0.94636;0.612903
0.94636;0.611386
0.94636;0.609877
0.94636;0.608374
0.94636;0.60688
0.950192;0.607843
0.950192;0.606357
0.950192;0.604878
