x;y
0.00460829;1
0.00921659;1
0.0138249;1
0.0184332;1
0.0230415;1
0.0276498;1
0.0322581;1
0.0368664;1
0.0414747;1
0.0460829;1
0.0506912;1
0.0552995;1
0.0599078;1
0.0645161;1
0.0691244;1
0.0737327;1
0.078341;1
0.0829493;1
0.0875576;1
0.0921659;1
0.0967742;1
0.101382;1
0.105991;1
0.110599;1
0.115207;1
0.119816;1
0.124424;1
0.129032;1
0.133641;1
0.138249;1
0.142857;1
0.147465;1
0.152074;1
0.156682;1
0.16129;1
0.165899;1
0.170507;1
0.175115;1
0.179724;1
0.184332;1
0.18894;1
0.193548;1
0.198157;1
0.202765;1
0.207373;1
0.211982;1
0.21659;1
0.221198;1
0.225806;1
0.230415;1
0.235023;1
0.239631;1
0.24424;1
0.248848;1
0.253456;1
0.258065;1
0.262673;1
0.267281;1
0.271889;1
0.276498;1
0.281106;1
0.285714;1
0.290323;1
0.294931;1
0.299539;1
0.304147;1
0.308756;1
0.313364;1
0.317972;1
0.322581;1
0.327189;1
0.331797;1
0.336406;1
0.341014;1
0.341014;0.986667
0.341014;0.973684
0.345622;0.974026
0.35023;0.974359
0.354839;0.974684
0.359447;0.975
0.364055;0.975309
0.368664;0.97561
0.373272;0.975904
0.37788;0.97619
0.37788;0.964706
0.382488;0.965116
0.387097;0.965517
0.391705;0.965909
0.396313;0.966292
0.400922;0.966667
0.40553;0.967033
0.410138;0.967391
0.414747;0.967742
0.419355;0.968085
0.423963;0.968421
0.428571;0.96875
0.43318;0.969072
0.437788;0.969388
0.442396;0.969697
0.447005;0.97
0.447005;0.960396
0.447005;0.95098
0.451613;0.951456
0.451613;0.942308
0.456221;0.942857
0.460829;0.943396
0.465438;0.943925
0.470046;0.944444
0.474654;0.944954
0.479263;0.945455
0.483871;0.945946
0.488479;0.946429
0.493088;0.946903
0.493088;0.938596
0.497696;0.93913
0.502304;0.939655
0.502304;0.931624
0.506912;0.932203
0.506912;0.92437
0.511521;0.925
0.516129;0.92562
0.520737;0.92623
0.525346;0.926829
0.529954;0.927419
0.529954;0.92
0.534562;0.920635
0.534562;0.913386
0.539171;0.914062
0.543779;0.914729
0.548387;0.915385
0.552995;0.916031
0.557604;0.916667
0.562212;0.917293
0.56682;0.91791
0.56682;0.911111
0.571429;0.911765
0.576037;0.912409
0.580645;0.913043
0.585253;0.913669
0.589862;0.914286
0.59447;0.914894
0.599078;0.915493
0.603687;0.916084
0.608295;0.916667
0.612903;0.917241
0.617512;0.917808
0.617512;0.911565
0.62212;0.912162
0.62212;0.90604
0.626728;0.906667
0.631336;0.907285
0.631336;0.901316
0.635945;0.901961
0.640553;0.902597
0.645161;0.903226
0.64977;0.903846
0.654378;0.904459
0.658986;0.905063
0.663594;0.90566
0.663594;0.9
0.663594;0.89441
0.668203;0.895062
0.672811;0.895706
0.677419;0.896341
0.682028;0.89697
0.686636;0.89759
0.691244;0.898204
0.691244;0.892857
0.691244;0.887574
0.691244;0.882353
0.695853;0.883041
0.695853;0.877907
0.700461;0.878613
0.705069;0.87931
0.705069;0.874286
0.709677;0.875
0.709677;0.870056
0.709677;0.865169
0.714286;0.865922
0.714286;0.861111
0.714286;0.856354
0.714286;0.851648
0.714286;0.846995
0.714286;0.842391
0.718894;0.843243
0.723502;0.844086
0.728111;0.84492
0.728111;0.840426
0.732719;0.84127
0.732719;0.836842
0.732719;0.832461
0.732719;0.828125
0.732719;0.823834
0.737327;0.824742
0.741935;0.825641
0.741935;0.821429
0.741935;0.817259
0.741935;0.813131
0.741935;0.809045
0.741935;0.805
0.746544;0.80597
0.751152;0.806931
0.75576;0.807882
0.760369;0.808824
0.760369;0.804878
0.764977;0.805825
0.764977;0.801932
0.764977;0.798077
0.764977;0.794258
0.769585;0.795238
0.769585;0.791469
0.774194;0.792453
0.774194;0.788732
0.774194;0.785047
0.774194;0.781395
0.774194;0.777778
0.774194;0.774194
0.774194;0.770642
0.774194;0.767123
0.774194;0.763636
0.774194;0.760181
0.774194;0.756757
0.774194;0.753363
0.778802;0.754464
0.78341;0.755556
0.78341;0.752212
0.78341;0.748899
0.78341;0.745614
0.78341;0.742358
0.78341;0.73913
0.78341;0.735931
0.78341;0.732759
0.78341;0.729614
0.788018;0.730769
0.788018;0.72766
0.792627;0.728814
0.797235;0.729958
0.797235;0.726891
0.801843;0.728033
0.806452;0.729167
0.806452;0.726141
0.806452;0.72314
0.806452;0.720165
0.806452;0.717213
0.806452;0.714286
0.806452;0.711382
0.806452;0.708502
0.806452;0.705645
0.806452;0.702811
0.806452;0.7
0.806452;0.697211
0.806452;0.694444
0.806452;0.6917
0.806452;0.688976
0.806452;0.686275
0.806452;0.683594
0.806452;0.680934
0.806452;0.678295
0.81106;0.679537
0.81106;0.676923
0.81106;0.67433
0.81106;0.671756
0.815668;0.673004
0.815668;0.670455
0.815668;0.667925
0.820276;0.669173
0.820276;0.666667
0.820276;0.664179
0.820276;0.66171
0.820276;0.659259
0.820276;0.656827
0.820276;0.654412
0.820276;0.652015
0.820276;0.649635
0.820276;0.647273
0.820276;0.644928
0.820276;0.642599
0.820276;0.640288
0.820276;0.637993
0.820276;0.635714
0.820276;0.633452
0.820276;0.631206
0.820276;0.628975
0.820276;0.626761
0.820276;0.624561
0.824885;0.625874
0.824885;0.623693
0.829493;0.625
0.829493;0.622837
0.829493;0.62069
0.829493;0.618557
0.829493;0.616438
0.829493;0.614334
0.829493;0.612245
0.829493;0.610169
0.829493;0.608108
0.829493;0.606061
0.829493;0.604027
0.829493;0.602007
0.829493;0.6
0.834101;0.601329
0.834101;0.599338
0.834101;0.59736
0.834101;0.595395
0.834101;0.593443
0.834101;0.591503
0.834101;0.589577
0.834101;0.587662
0.834101;0.585761
0.834101;0.583871
0.834101;0.581994
0.834101;0.580128
0.834101;0.578275
0.834101;0.576433
0.834101;0.574603
0.834101;0.572785
0.834101;0.570978
0.834101;0.569182
0.834101;0.567398
0.834101;0.565625
0.834101;0.563863
0.834101;0.562112
0.834101;0.560372
0.834101;0.558642
0.834101;0.556923
0.834101;0.555215
0.834101;0.553517
0.83871;0.554878
0.83871;0.553191
0.83871;0.551515
0.83871;0.549849
0.843318;0.551205
0.843318;0.54955
0.843318;0.547904
0.843318;0.546269
0.843318;0.544643
0.843318;0.543027
0.843318;0.54142
0.843318;0.539823
0.843318;0.538235
0.843318;0.536657
0.843318;0.535088
0.843318;0.533528
0.843318;0.531977
0.843318;0.530435
0.843318;0.528902
0.843318;0.527378
0.843318;0.525862
0.843318;0.524355
0.843318;0.522857
0.843318;0.521368
0.843318;0.519886
0.847926;0.521246
0.847926;0.519774
0.847926;0.51831
0.847926;0.516854
0.847926;0.515406
0.847926;0.513966
0.847926;0.512535
0.847926;0.511111
0.847926;0.509695
0.847926;0.508287
0.847926;0.506887
0.852535;0.508242
0.857143;0.509589
0.857143;0.508197
0.857143;0.506812
0.857143;0.505435
0.857143;0.504065
0.857143;0.502703
0.857143;0.501348
0.857143;0.5
0.857143;0.49866
0.857143;0.497326
0.857143;0.496
0.857143;0.494681
0.857143;0.493369
0.857143;0.492063
0.857143;0.490765
0.857143;0.489474
0.857143;0.488189
0.857143;0.486911
0.857143;0.48564
0.857143;0.484375
0.857143;0.483117
0.857143;0.481865
0.857143;0.48062
0.857143;0.479381
0.857143;0.478149
