1;0;464;0.003722;
1;1;1699;0.013628;
1;2;1209;0.009698;
1;3;831;0.006666;
1;4;817;0.006553;
1;5;1128;0.009048;
1;6;1710;0.013716;
1;7;562;0.004508;
1;8;482;0.003866;
1;9;509;0.004083;
1;10;267;0.002142;
1;11;160;0.001283;
1;12;141;0.001131;
1;13;252;0.002021;
1;14;408;0.003273;
1;15;425;0.003409;
1;16;12194;0.097812;
1;17;1092;0.008759;
1;18;0;0.000000;
1;19;0;0.000000;
1;20;0;0.000000;
1;21;0;0.000000;
1;22;940;0.007540;
1;23;12789;0.102584;
1;24;6452;0.051753;
1;25;1902;0.015257;
1;26;593;0.004757;
1;27;120;0.000963;
1;28;183;0.001468;
1;29;410;0.003289;
1;30;904;0.007251;
1;31;2912;0.023358;
1;32;9951;0.079820;
1;33;0;0.000000;
1;34;0;0.000000;
1;35;0;0.000000;
1;36;0;0.000000;
1;37;0;0.000000;
1;38;0;0.000000;
1;39;17839;0.143092;
1;40;10355;0.083061;
1;41;0;0.000000;
1;42;0;0.000000;
1;43;0;0.000000;
1;44;0;0.000000;
1;45;0;0.000000;
1;46;20;0.000160;
1;47;3319;0.026623;
1;48;6407;0.051392;
1;49;0;0.000000;
1;50;0;0.000000;
1;51;0;0.000000;
1;52;0;0.000000;
1;53;0;0.000000;
1;54;0;0.000000;
1;55;4540;0.036417;
1;56;4037;0.032382;
1;57;0;0.000000;
1;58;0;0.000000;
1;59;0;0.000000;
1;60;0;0.000000;
1;61;0;0.000000;
1;62;0;0.000000;
1;63;1536;0.012321;
1;64;2537;0.020350;
1;65;0;0.000000;
1;66;0;0.000000;
1;67;0;0.000000;
1;68;0;0.000000;
1;69;0;0.000000;
1;70;0;0.000000;
1;71;1469;0.011783;
1;72;2304;0.018481;
1;73;0;0.000000;
1;74;0;0.000000;
1;75;0;0.000000;
1;76;0;0.000000;
1;77;0;0.000000;
1;78;0;0.000000;
1;79;3654;0.029310;
1;80;706;0.005663;
1;81;0;0.000000;
1;82;0;0.000000;
1;83;0;0.000000;
1;84;0;0.000000;
1;85;0;0.000000;
1;86;0;0.000000;
1;87;383;0.003072;
1;88;807;0.006473;
1;89;0;0.000000;
1;90;0;0.000000;
1;91;0;0.000000;
1;92;0;0.000000;
1;93;0;0.000000;
1;94;0;0.000000;
1;95;1311;0.010516;
1;96;281;0.002254;
1;97;0;0.000000;
1;98;0;0.000000;
1;99;0;0.000000;
1;100;0;0.000000;
1;101;0;0.000000;
1;102;0;0.000000;
1;103;106;0.000850;
1;104;296;0.002374;
1;105;0;0.000000;
1;106;0;0.000000;
1;107;0;0.000000;
1;108;0;0.000000;
1;109;0;0.000000;
1;110;0;0.000000;
1;111;737;0.005912;
1;112;203;0.001628;
1;113;0;0.000000;
1;114;0;0.000000;
1;115;0;0.000000;
1;116;0;0.000000;
1;117;0;0.000000;
1;118;0;0.000000;
1;119;17;0.000136;
1;120;157;0.001259;
1;121;0;0.000000;
1;122;0;0.000000;
1;123;0;0.000000;
1;124;0;0.000000;
1;125;0;0.000000;
1;126;0;0.000000;
1;127;141;0.001131;
1;0;906;0.007267;
1;1;689;0.005527;
1;2;872;0.006995;
1;3;1093;0.008767;
1;4;1103;0.008847;
1;5;889;0.007131;
1;6;790;0.006337;
1;7;1051;0.008430;
1;8;423;0.003393;
1;9;213;0.001709;
1;10;121;0.000971;
1;11;133;0.001067;
1;12;123;0.000987;
1;13;105;0.000842;
1;14;121;0.000971;
1;15;236;0.001893;
1;16;10436;0.083710;
1;17;3749;0.030072;
1;18;916;0.007348;
1;19;157;0.001259;
1;20;1;0.000008;
1;21;697;0.005591;
1;22;2765;0.022179;
1;23;12999;0.104269;
1;24;3673;0.029462;
1;25;1806;0.014486;
1;26;940;0.007540;
1;27;509;0.004083;
1;28;655;0.005254;
1;29;903;0.007243;
1;30;574;0.004604;
1;31;1380;0.011069;
1;32;9687;0.077702;
1;33;0;0.000000;
1;34;0;0.000000;
1;35;0;0.000000;
1;36;0;0.000000;
1;37;0;0.000000;
1;38;0;0.000000;
1;39;20241;0.162359;
1;40;7619;0.061114;
1;41;609;0.004885;
1;42;0;0.000000;
1;43;0;0.000000;
