121;0;
122;0;
123;0;
124;0;
125;0;
126;0;
127;67;
0;0;
1;0;
2;0;
3;0;
4;0;
5;0;
6;0;
7;11;
8;56;
9;391;
10;348;
11;319;
12;302;
13;333;
14;421;
15;226;
16;1902;
17;3448;
18;2827;
19;2417;
20;2788;
21;4407;
22;5885;
23;812;
24;4544;
25;1898;
26;1562;
27;1439;
28;1088;
29;963;
30;1254;
31;3210;
32;5215;
33;3934;
34;1080;
35;668;
36;0;
37;9;
38;2101;
39;18249;
40;5971;
41;3896;
42;1221;
43;347;
44;860;
45;944;
46;1334;
47;3249;
48;3596;
49;67;
50;0;
51;0;
52;0;
53;0;
54;0;
55;4232;
56;4448;
57;220;
58;0;
59;0;
60;0;
61;116;
62;719;
63;3572;
64;1912;
65;0;
66;0;
67;0;
68;0;
69;0;
70;0;
71;1905;
72;1907;
73;0;
74;0;
75;0;
76;0;
77;0;
78;957;
79;3733;
80;1007;
81;0;
82;0;
83;0;
84;0;
85;0;
86;0;
87;464;
88;732;
89;0;
90;0;
91;0;
92;0;
93;0;
94;135;
95;1062;
96;897;
97;0;
98;0;
99;0;
100;0;
101;0;
102;0;
103;152;
104;253;
105;0;
106;0;
107;0;
108;0;
109;0;
110;0;
111;131;
112;278;
113;0;
114;0;
115;0;
116;0;
117;0;
118;0;
119;12;
120;162;
121;0;
122;0;
123;0;
124;0;
125;0;
126;0;
127;70;
0;0;
1;0;
2;0;
3;0;
4;0;
5;0;
6;7;
7;4;
8;0;
9;61;
10;250;
11;285;
12;278;
13;279;
14;219;
15;6;
16;1147;
17;2111;
18;3092;
19;2818;
20;3865;
21;5088;
22;3121;
23;39;
24;3344;
25;2376;
26;1616;
27;1329;
28;1183;
29;1032;
30;1703;
31;2771;
32;3799;
33;4646;
34;1844;
35;1179;
36;0;
37;209;
38;7022;
39;13702;
40;5820;
41;4282;
42;2246;
43;1264;
44;1491;
45;1439;
46;1205;
47;2915;
48;2918;
49;673;
50;0;
51;0;
52;0;
53;0;
54;0;
55;4330;
56;3942;
57;871;
58;0;
59;0;
60;0;
61;464;
62;1047;
63;3340;
64;1753;
65;183;
66;0;
67;0;
68;0;
69;0;
70;0;
71;1890;
72;1990;
73;0;
74;0;
75;0;
76;0;
77;1;
78;1750;
79;2937;
80;1090;
81;30;
82;0;
83;0;
84;0;
85;0;
86;0;
87;504;
88;703;
89;0;
90;0;
91;0;
92;0;
93;0;
94;238;
95;967;
96;898;
97;0;
98;0;
99;0;
100;0;
101;0;
102;0;
103;185;
104;222;
105;0;
106;0;
107;0;
108;0;
109;0;
110;0;
111;131;
112;280;
113;0;
114;0;
115;0;
116;0;
117;0;
118;0;
119;19;
120;155;
121;0;
122;0;
123;0;
124;0;
125;0;
126;0;
127;70;
0;0;
1;0;
2;0;
3;0;
4;0;
5;2;
6;9;
7;0;
8;0;
9;0;
10;41;
11;159;
12;169;
13;142;
14;23;
15;0;
16;828;
17;1475;
18;2690;
19;3281;
20;4487;
21;3871;
22;1190;
23;14;
24;2348;
25;2470;
26;1669;
27;1385;
28;1170;
29;1292;
30;1738;
31;2340;
32;3248;
33;3952;
34;3156;
35;1482;
36;338;
37;2213;
38;10075;
39;9779;
40;5667;
41;4052;
42;3270;
43;2071;
44;2218;
45;1477;
46;1294;
47;2637;
48;2487;
49;1107;
50;0;
51;8;
52;0;
53;0;
54;265;
55;4533;
56;3453;
57;1610;
58;8;
59;0;
60;0;
61;1056;
62;1039;
63;3027;
64;1489;
65;468;
66;0;
67;0;
68;0;
69;0;
70;0;
71;1875;
72;2075;
73;13;
74;0;
75;0;
76;0;
77;45;
78;2311;
79;2411;
80;1059;
81;145;
82;0;
83;0;
84;0;
85;0;
86;0;
87;517;
88;701;
89;0;
90;0;
91;0;
92;0;
93;0;
94;371;
95;894;
96;838;
97;67;
98;0;
99;0;
100;0;
101;0;
102;0;
103;201;
104;206;
105;0;
106;0;
107;0;
108;0;
109;0;
110;7;
111;123;
112;288;
113;3;
114;0;
115;0;
116;0;
117;0;
118;0;
119;27;
120;147;
121;0;
122;0;
123;0;
124;0;
125;0;
126;0;
127;72;
0;0;
1;0;
2;0;
3;0;
4;0;
5;7;
6;4;
7;0;
8;0;
9;0;
10;4;
11;12;
12;3;
13;0;
14;0;
15;0;
16;720;
17;1082;
18;2253;
19;3160;
20;4130;
21;2037;
22;648;
23;5;
24;1641;
25;2336;
26;1790;
27;1485;
28;1384;
29;1507;
30;1531;
31;1939;
32;2826;
33;3107;
34;3960;
35;1422;
36;1652;
37;4611;
38;10148;
39;7840;
40;5373;
41;3811;
42;3805;
43;2803;
44;2631;
45;1167;
46;1378;
47;2407;
48;2198;
49;1390;
50;451;
51;876;
52;0;
53;0;
54;1271;
55;4023;
56;2986;
57;2230;
58;166;
59;0;
60;78;
61;1680;
62;1232;
63;2700;
64;1371;
65;637;
66;0;
67;0;
68;0;
69;0;
70;0;
71;1858;
72;2177;
73;72;
74;0;
75;0;
76;0;
77;355;
78;2053;
79;2132;
80;1041;
81;189;
82;0;
83;0;
84;0;
85;0;
86;0;
87;530;
88;700;
89;0;
90;0;
91;0;
92;0;
93;10;
94;819;
95;789;
96;836;
97;79;
98;0;
99;0;
100;0;
101;0;
102;0;
103;208;
104;203;
105;0;
106;0;
107;0;
108;0;
109;0;
110;41;
111;124;
112;291;
113;6;
114;0;
115;0;
116;0;
117;0;
118;0;
119;32;
120;143;
121;0;
122;0;
123;0;
124;0;
125;0;
126;0;
127;72;
0;0;
1;0;
2;0;
3;0;
4;0;
5;0;
6;0;
7;0;
8;0;
9;0;
10;5;
11;11;
12;3;
13;0;
14;0;
15;0;
16;638;
17;825;
18;2022;
19;2293;
20;2980;
21;910;
22;230;
23;3;
24;1135;
25;2138;
26;1800;
27;1545;
28;1448;
29;1515;
30;1389;
31;1590;
32;2488;
33;2430;
34;4588;
35;2301;
36;3681;
37;6386;
38;9554;
39;6808;
40;5139;
41;3591;
42;4027;
43;3278;
44;2808;
45;1181;
46;1463;
47;2187;
48;1993;
49;1659;
50;497;
51;1496;
52;0;
53;0;
54;2390;
55;3146;
56;2663;
57;2740;
58;464;
59;87;
60;391;
61;1709;
62;1411;
63;2406;
64;1260;
65;769;
66;0;
67;0;
68;0;
69;0;
70;0;
71;1844;
72;2154;
73;200;
74;0;
75;0;
76;0;
77;689;
78;1460;
79;2067;
80;1038;
81;230;
82;0;
83;0;
84;0;
85;0;
86;0;
87;536;
88;704;
89;0;
90;0;
91;0;
92;0;
93;243;
94;1297;
95;654;
96;777;
97;145;
98;0;
99;0;
100;0;
101;0;
102;0;
103;216;
104;200;
105;0;
106;0;
107;0;
108;0;
109;0;
110;62;
111;119;
112;297;
113;16;
114;0;
115;0;
116;0;
117;0;
118;0;
119;35;
120;141;
121;0;
122;0;
123;0;
124;0;
125;0;
126;0;
127;73;
0;0;
1;0;
2;0;
3;0;
4;0;
5;0;
6;0;
7;0;
8;0;
9;0;
10;5;
11;11;
12;3;
13;0;
14;0;
15;0;
16;566;
17;683;
18;1779;
19;1831;
20;2077;
21;641;
22;6;
23;2;
24;805;
25;1892;
26;1774;
27;1577;
28;1475;
29;1452;
30;1342;
31;1311;
32;2238;
33;2083;
34;4243;
35;2753;
36;5318;
37;7295;
38;8717;
39;6066;
40;4839;
41;3592;
42;4075;
43;3755;
44;2848;
45;1179;
46;1534;
47;1976;
48;1845;
49;1683;
50;1219;
51;2072;
52;17;
53;0;
54;3181;
55;2533;
56;2516;
57;2901;
58;898;
59;142;
60;799;
61;1680;
62;1454;
63;2218;
64;1175;
65;890;
66;1;
67;0;
68;0;
69;0;
70;0;
71;1818;
72;1948;
73;470;
74;0;
75;0;
76;27;
77;748;
78;1394;
79;2015;
80;1028;
81;270;
82;0;
83;0;
84;0;
85;0;
86;0;
87;553;
88;721;
89;0;
90;0;
91;0;
92;0;
93;739;
94;1230;
95;597;
96;693;
97;208;
98;0;
99;0;
100;0;
101;0;
102;0;
103;219;
104;201;
105;0;
106;0;
107;0;
108;0;
109;11;
110;64;
111;119;
112;304;
113;74;
114;0;
115;0;
116;0;
117;0;
118;0;
119;36;
120;140;
121;0;
122;0;
123;0;
124;0;
125;0;
126;0;
127;74;
0;0;
1;0;
2;0;
3;0;
4;0;
5;0;
6;0;
7;0;
8;0;
9;0;
10;6;
11;10;
12;3;
13;0;
14;0;
15;0;
16;508;
17;571;
18;1578;
19;1531;
20;1633;
21;293;
22;2;
23;2;
24;593;
25;1635;
26;1690;
27;1580;
28;1469;
29;1347;
30;1340;
31;1096;
32;2048;
33;1944;
34;4151;
35;3363;
36;6385;
37;8147;
38;7732;
39;5491;
40;4577;
41;3763;
42;4240;
43;4161;
44;2769;
45;1268;
46;1569;
47;1823;
48;1728;
49;1595;
50;1497;
51;2300;
52;37;
53;46;
54;3694;
55;2174;
56;2399;
57;2648;
58;1318;
59;235;
60;1338;
61;1586;
62;1560;
63;2051;
64;1120;
65;888;
66;36;
67;0;
68;0;
69;0;
70;28;
71;1786;
72;1721;
73;813;
74;0;
75;0;
76;70;
77;738;
78;1323;
79;1954;
80;999;
81;365;
82;0;
83;0;
84;0;
85;0;
86;0;
87;563;
88;737;
89;0;
90;0;
91;0;
92;0;
93;1078;
94;1119;
95;564;
96;609;
97;266;
98;0;
99;0;
100;0;
101;0;
102;0;
103;219;
104;207;
105;0;
106;0;
107;0;
108;0;
109;73;
110;70;
111;120;
112;269;
113;159;
114;0;
115;0;
116;0;
117;0;
118;0;
119;38;
120;138;
121;0;
122;0;
123;0;
124;0;
125;0;
126;0;
127;74;
0;0;
1;0;
2;0;
3;0;
4;0;
5;0;
6;0;
7;0;
8;0;
9;0;
10;7;
11;9;
12;3;
13;0;
14;0;
15;0;
16;468;
17;498;
18;1430;
19;1289;
20;1241;
21;100;
22;2;
23;2;
24;433;
25;1413;
26;1599;
27;1538;
28;1452;
29;1245;
30;1349;
31;927;
32;1911;
33;1835;
34;4142;
35;3736;
36;7360;
37;8247;
38;7043;
39;5027;
40;4374;
41;3968;
42;4196;
43;4284;
44;2309;
45;1354;
46;1581;
47;1698;
48;1636;
49;1501;
50;1578;
51;2602;
52;37;
53;502;
54;3824;
55;2052;
56;2285;
57;2277;
58;1807;
59;576;
60;2198;
61;1425;
62;1585;
63;1955;
64;1069;
65;828;
66;146;
67;28;
68;0;
69;0;
70;160;
71;1678;
72;1558;
73;1224;
74;1;
75;0;
76;113;
77;832;
78;1331;
79;1938;
80;960;
81;458;
82;0;
83;0;
84;0;
85;0;
86;0;
87;564;
88;746;
89;0;
90;0;
91;0;
92;0;
93;1277;
94;1027;
95;483;
96;550;
97;320;
98;0;
99;0;
100;0;
101;0;
102;0;
103;218;
104;212;
105;0;
106;0;
107;0;
108;0;
109;153;
110;71;
111;122;
112;237;
113;202;
114;0;
115;0;
116;0;
117;0;
118;0;
119;43;
120;134;
121;0;
122;0;
123;0;
124;0;
125;0;
126;0;
127;75;
0;0;
1;0;
2;0;
3;0;
4;0;
5;0;
6;0;
7;0;
8;0;
9;0;
10;8;
11;8;
12;3;
13;0;
14;0;
15;0;
16;437;
17;453;
18;1272;
19;1077;
20;875;
21;6;
22;2;
23;2;
24;325;
25;1202;
26;1522;
27;1472;
28;1384;
29;1124;
30;1348;
31;776;
32;1809;
33;1750;
34;4103;
35;4159;
36;8190;
37;7941;
38;6708;
39;4630;
40;4253;
41;4135;
42;3971;
43;4387;
44;2045;
45;1448;
46;1607;
47;1616;
48;1573;
49;1466;
50;1608;
51;2505;
52;37;
53;1219;
54;3621;
55;2009;
56;2184;
57;2077;
58;2291;
59;915;
60;2804;
61;1236;
62;1599;
63;1904;
64;1032;
65;766;
66;283;
67;291;
68;0;
69;0;
70;307;
71;1571;
72;1432;
73;1500;
74;11;
75;0;
76;190;
77;1058;
78;1330;
79;1891;
80;936;
81;501;
82;14;
83;0;
84;0;
85;0;
86;0;
87;565;
88;754;
89;0;
90;0;
91;0;
92;1;
93;1378;
94;1002;
95;413;
96;496;
97;370;
98;0;
99;0;
100;0;
101;0;
102;0;
103;215;
104;217;
105;0;
106;0;
107;0;
108;0;
109;159;
110;66;
111;121;
112;219;
113;229;
114;0;
115;0;
116;0;
117;0;
118;0;
119;47;
120;132;
121;0;
122;0;
123;0;
124;0;
125;0;
126;0;
127;75;
0;0;
1;0;
2;0;
3;0;
4;0;
5;0;
6;0;
7;0;
8;0;
9;2;
10;8;
11;6;
12;3;
13;0;
14;0;
15;0;
16;418;
17;432;
18;1188;
19;920;
20;588;
21;4;
22;2;
23;2;
24;246;
25;1043;
26;1434;
27;1432;
28;1378;
29;1037;
30;1302;
31;669;
32;1727;
33;1701;
34;4015;
35;4475;
36;8834;
37;7424;
38;6478;
39;4324;
40;4156;
41;4251;
42;3742;
43;4409;
44;2116;
45;1499;
46;1645;
47;1544;
48;1524;
49;1394;
50;1655;
51;2327;
52;37;
53;1948;
54;3448;
55;1973;
56;2109;
57;1979;
58;2763;
59;1198;
60;2947;
61;1228;
62;1625;
63;1863;
64;999;
65;771;
66;364;
67;571;
68;0;
69;0;
70;433;
71;1485;
72;1368;
73;1663;
74;12;
75;0;
76;263;
77;1132;
78;1314;
79;1855;
80;937;
81;493;
82;41;
83;0;
84;0;
85;0;
86;0;
87;567;
88;761;
89;0;
90;0;
91;0;
92;1;
93;1463;
94;988;
95;366;
96;446;
97;417;
98;3;
99;0;
100;0;
101;0;
102;0;
103;215;
104;217;
105;0;
106;0;
107;0;
108;0;
109;160;
110;65;
111;119;
112;212;
113;240;
114;0;
115;0;
116;0;
117;0;
118;0;
119;49;
120;131;
121;0;
122;0;
123;0;
124;0;
125;0;
126;0;
127;75;
0;0;
1;0;
2;0;
3;0;
4;0;
5;0;
6;0;
7;0;
8;0;
9;7;
10;5;
11;4;
12;3;
13;0;
14;0;
15;0;
16;408;
17;418;
18;1140;
19;846;
20;444;
21;0;
22;2;
23;2;
24;182;
25;910;
26;1330;
27;1411;
28;1354;
29;1010;
30;1312;
31;581;
32;1670;
33;1669;
34;3935;
35;4651;
36;9226;
37;6911;
38;6327;
39;4102;
40;4063;
41;4360;
42;3666;
43;4355;
44;2184;
45;1534;
46;1651;
47;1503;
48;1493;
49;1366;
50;1666;
51;2213;
52;43;
53;2582;
54;3340;
55;1940;
56;2076;
57;1967;
58;3033;
59;1468;
60;3067;
61;1162;
62;1604;
63;1836;
64;976;
65;755;
66;407;
67;763;
68;0;
69;0;
70;529;
71;1415;
72;1333;
73;1743;
74;12;
75;0;
76;314;
77;1168;
78;1311;
79;1833;
80;944;
81;503;
82;61;
83;0;
84;0;
85;0;
86;0;
87;572;
88;768;
89;0;
90;0;
91;0;
92;1;
93;1567;
94;972;
95;337;
96;406;
97;437;
98;23;
99;0;
100;0;
101;0;
102;0;
103;214;
104;219;
105;0;
106;0;
107;0;
108;0;
109;166;
110;59;
111;119;
112;211;
113;237;
114;6;
115;0;
116;0;
117;0;
118;0;
119;49;
120;131;
121;0;
122;0;
123;0;
124;0;
125;0;
126;0;
127;75;
0;0;
1;0;
2;0;
3;0;
4;0;
5;0;
6;0;
7;0;
8;1;
9;6;
10;7;
11;2;
12;3;
13;0;
14;0;
15;0;
16;409;
17;412;
18;1133;
19;816;
20;395;
21;0;
22;3;
23;1;
24;127;
25;805;
26;1259;
27;1361;
28;1332;
29;986;
30;1331;
31;512;
32;1636;
33;1645;
34;3881;
35;4699;
36;9298;
37;6398;
38;6222;
39;3972;
40;4035;
41;4441;
42;3662;
43;4410;
44;2218;
45;1552;
46;1655;
47;1476;
48;1469;
49;1350;
50;1630;
51;2119;
52;191;
53;3145;
54;3244;
55;1914;
56;2051;
57;1995;
58;3162;
59;1593;
60;3151;
61;1161;
62;1589;
63;1837;
64;967;
65;751;
66;425;
67;937;
68;0;
69;0;
70;602;
71;1365;
72;1329;
73;1774;
74;12;
75;0;
76;359;
77;1138;
78;1289;
79;1815;
80;956;
81;507;
82;85;
83;0;
84;0;
85;0;
86;0;
87;573;
88;771;
89;3;
90;0;
91;0;
92;1;
93;1670;
94;964;
95;321;
96;377;
97;452;
98;36;
99;0;
100;0;
101;0;
102;0;
103;214;
104;218;
105;0;
106;0;
107;0;
108;0;
109;168;
110;57;
111;121;
112;207;
113;223;
114;24;
115;0;
116;0;
117;0;
118;0;
119;49;
120;131;
121;0;
122;0;
123;0;
124;0;
125;0;
126;0;
127;75;
0;0;
1;0;
2;0;
3;0;
4;0;
5;0;
6;0;
7;2;
8;4;
9;2;
10;7;
11;1;
12;3;
13;0;
14;0;
15;0;
16;416;
17;417;
18;1161;
19;830;
20;436;
21;0;
22;3;
23;1;
24;95;
25;721;
26;1195;
27;1321;
28;1331;
29;949;
30;1349;
31;463;
32;1613;
33;1635;
34;3843;
35;4634;
36;8900;
37;6287;
38;6191;
39;3925;
40;4017;
41;4533;
42;3805;
43;4617;
44;2247;
45;1589;
46;1668;
47;1476;
48;1461;
49;1343;
50;1581;
51;2085;
52;622;
53;3241;
54;3180;
55;1890;
56;2040;
57;2036;
58;3125;
59;1483;
60;3194;
61;1174;
62;1560;
63;1851;
64;963;
65;746;
66;426;
67;1041;
68;0;
69;0;
70;647;
71;1340;
72;1336;
73;1766;
74;12;
75;0;
76;362;
77;1154;
78;1295;
79;1807;
80;969;
81;507;
82;97;
83;0;
84;0;
85;0;
86;0;
87;573;
88;772;
89;4;
90;0;
91;0;
92;1;
93;1685;
94;953;
95;307;
96;359;
97;457;
98;49;
99;0;
100;0;
101;0;
102;0;
103;214;
104;218;
105;0;
106;0;
107;0;
108;0;
109;166;
110;59;
111;120;
112;203;
113;219;
114;34;
115;0;
116;0;
117;0;
118;0;
119;49;
120;130;
121;0;
122;0;
123;0;
124;0;
125;0;
126;0;
127;75;
0;4292;
1;1995;
2;1100;
3;877;
4;904;
5;1218;
6;2466;
7;3144;
8;547;
9;535;
10;319;
11;273;
12;252;
13;441;
14;606;
15;690;
16;22774;
17;0;
18;0;
19;0;
20;0;
21;0;
22;0;
23;27945;
24;4837;
25;396;
26;82;
27;14;
28;10;
29;15;
30;627;
31;14004;
32;5213;
33;0;
34;0;
35;0;
36;0;
37;0;
38;1;
39;5989;
40;12449;
41;0;
42;0;
43;0;
44;0;
45;0;
46;0;
47;5658;
48;1418;
49;0;
50;0;
51;0;
52;0;
53;0;
54;0;
55;228;
56;1275;
57;0;
58;0;
59;0;
60;0;
61;0;
62;0;
63;935;
64;285;
65;0;
66;0;
67;0;
68;0;
69;0;
70;0;
71;5;
72;96;
73;0;
74;0;
75;0;
76;0;
77;0;
78;0;
79;634;
80;20;
81;0;
82;0;
83;0;
84;0;
85;0;
86;0;
87;0;
88;0;
89;0;
90;0;
91;0;
92;0;
93;0;
94;0;
95;99;
96;0;
97;0;
98;0;
99;0;
100;0;
101;0;
102;0;
103;0;
104;0;
105;0;
106;0;
107;0;
108;0;
109;0;
110;0;
111;0;
112;0;
113;0;
114;0;
115;0;
116;0;
117;0;
118;0;
119;0;
120;0;
121;0;
122;0;
123;0;
124;0;
125;0;
126;0;
127;0;
0;1362;
1;1974;
2;2584;
3;1475;
4;1426;
5;1395;
6;1880;
7;1628;
8;1990;
9;329;
10;227;
11;202;
12;176;
13;216;
14;248;
15;503;
16;29896;
17;5001;
18;73;
19;0;
20;0;
21;22;
22;327;
23;11707;
24;18966;
25;1088;
26;554;
27;332;
28;276;
29;351;
30;869;
31;1977;
32;10223;
33;0;
34;0;
35;0;
36;0;
37;0;
38;1;
39;1169;
40;15880;
41;2215;
42;40;
43;0;
44;0;
45;0;
46;4;
47;675;
48;1984;
49;0;
50;0;
51;0;
52;0;
53;0;
54;0;
55;68;
56;1497;
57;90;
58;0;
59;0;
60;0;
61;0;
62;0;
63;583;
64;931;
65;0;
66;0;
67;0;
68;0;
69;0;
70;0;
71;0;
72;128;
73;0;
74;0;
75;0;
76;0;
77;0;
78;0;
79;4;
80;122;
81;0;
82;0;
83;0;
84;0;
85;0;
86;0;
87;0;
88;0;
89;0;
90;0;
91;0;
92;0;
93;0;
94;0;
95;0;
96;0;
97;0;
98;0;
99;0;
100;0;
101;0;
102;0;
103;0;
104;0;
105;0;
106;0;
107;0;
108;0;
109;0;
110;0;
111;0;
112;0;
113;0;
114;0;
115;0;
116;0;
117;0;
118;0;
119;0;
120;0;
121;0;
122;0;
123;0;
124;0;
125;0;
126;0;
127;0;
0;613;
1;68;
2;201;
3;1227;
4;1097;
5;1295;
6;622;
7;38;
8;674;
9;1376;
10;611;
11;408;
12;363;
13;382;
14;470;
15;593;
16;7391;
17;22455;
18;5026;
19;1913;
20;1251;
21;905;
22;2127;
23;6879;
24;16716;
25;4351;
26;943;
27;644;
28;673;
29;744;
30;1268;
31;1856;
32;8928;
33;1443;
34;0;
35;0;
36;0;
37;0;
38;0;
39;1390;
40;8366;
41;10132;
42;1292;
43;357;
44;86;
45;70;
46;95;
47;782;
48;2410;
49;29;
50;0;
51;0;
52;0;
53;0;
54;0;
55;136;
56;1572;
57;233;
58;166;
59;0;
60;0;
61;0;
62;0;
63;575;
64;1061;
65;0;
66;0;
67;0;
68;0;
69;0;
70;0;
71;4;
72;196;
73;0;
74;0;
75;0;
76;0;
77;0;
78;0;
79;9;
80;156;
81;0;
82;0;
83;0;
84;0;
85;0;
86;0;
87;0;
88;0;
89;0;
90;0;
91;0;
92;0;
93;0;
94;0;
95;0;
96;0;
97;0;
98;0;
99;0;
100;0;
101;0;
102;0;
103;0;
104;0;
105;0;
106;0;
107;0;
108;0;
109;0;
110;0;
111;0;
112;0;
113;0;
114;0;
115;0;
116;0;
117;0;
118;0;
119;0;
120;0;
121;0;
122;0;
123;0;
124;0;
125;0;
126;0;
127;0;
0;136;
1;11;
2;30;
3;97;
4;0;
5;0;
6;1;
7;1;
8;0;
9;516;
10;823;
11;620;
12;518;
13;487;
14;538;
15;370;
16;3618;
17;15527;
18;10183;
19;5135;
20;3558;
21;3197;
22;3224;
23;5061;
24;10238;
25;8160;
26;1733;
27;885;
28;796;
29;781;
30;1298;
31;1687;
32;3171;
33;7421;
34;0;
35;0;
36;0;
37;0;
38;116;
39;1654;
40;4419;
41;11746;
42;4080;
43;1161;
44;630;
45;600;
46;549;
47;1117;
48;1952;
49;1299;
50;0;
51;0;
52;0;
53;0;
54;0;
55;325;
56;1934;
57;49;
58;789;
59;124;
60;0;
61;0;
62;1;
63;519;
64;1017;
65;125;
66;0;
67;0;
68;0;
69;0;
70;0;
71;24;
72;295;
73;0;
74;0;
75;0;
76;0;
77;0;
78;0;
79;51;
80;238;
81;33;
82;0;
83;0;
84;0;
85;0;
86;0;
87;0;
88;0;
89;0;
90;0;
91;0;
92;0;
93;0;
94;0;
95;0;
96;0;
97;0;
98;0;
99;0;
100;0;
101;0;
102;0;
103;0;
104;0;
105;0;
106;0;
107;0;
108;0;
109;0;
110;0;
111;0;
112;0;
113;0;
114;0;
115;0;
116;0;
117;0;
118;0;
119;0;
120;0;
121;0;
122;0;
123;0;
124;0;
125;0;
126;0;
127;0;
0;16;
1;11;
2;0;
3;24;
4;2;
5;0;
6;1;
7;1;
8;0;
9;40;
10;324;
11;560;
12;563;
13;531;
14;528;
15;205;
16;2628;
17;6032;
18;13605;
19;6377;
20;5094;
21;4065;
22;3101;
23;4104;
24;6584;
25;8221;
26;3023;
27;1313;
28;948;
29;1188;
30;1010;
31;1505;
32;2170;
33;7768;
34;2066;
35;0;
36;0;
37;158;
38;769;
39;1919;
40;3675;
41;9082;
42;7183;
43;1442;
44;1019;
45;780;
46;1339;
47;1470;
48;1556;
49;2650;
50;24;
51;0;
52;0;
53;0;
54;0;
55;565;
56;2019;
57;834;
58;252;
59;1332;
60;260;
61;11;
62;24;
63;506;
64;922;
65;328;
66;0;
67;0;
68;0;
69;0;
70;0;
71;49;
72;312;
73;0;
74;0;
75;1;
76;0;
77;0;
78;0;
79;75;
80;317;
81;168;
82;0;
83;0;
84;0;
85;0;
86;0;
87;0;
